filename,date,coverage_percent,danger
P160-2018060516.jpg,2018-06-05 16:00,92.81,0
P160-2018071016.jpg,2018-07-10 16:00,93.74,0
P161-2016032016.jpg,2016-03-20 16:00,92.81,0
P161-2018040916.jpg,2018-04-09 16:00,92.81,0
P162-2017042416.jpg,2017-04-24 16:00,92.29,0
P162-2018032016.jpg,2018-03-20 16:00,92.81,0
P162-2018061816.jpg,2018-06-18 16:00,93.79,0
P163-2017020617.jpg,2017-02-06 17:00,92.29,0
P163-2017032817.jpg,2017-03-28 17:00,92.81,0
P163-2017040416.jpg,2017-04-04 16:00,92.81,0
P163-2018040916.jpg,2018-04-09 16:00,92.81,0
P163-2018042416.jpg,2018-04-24 16:00,92.81,0
P164-2017020617.jpg,2017-02-06 17:00,92.59,0
P164-2017032817.jpg,2017-03-28 17:00,92.81,0
P164-2017040416.jpg,2017-04-04 16:00,92.81,0
P164-2018042416.jpg,2018-04-24 16:00,92.81,0
P165-2018012916.jpg,2018-01-29 16:00,92.81,0
P166-2016020217.jpg,2016-02-02 17:00,92.81,0
P166-2017020617.jpg,2017-02-06 17:00,92.29,0
P166-2017032817.jpg,2017-03-28 17:00,92.29,0
P166-2017040416.jpg,2017-04-04 16:00,92.29,0
P167-2016062816.jpg,2016-06-28 16:00,8.97,1
P167-2016071117.jpg,2016-07-11 17:00,9.11,1
P167-2017032817.jpg,2017-03-28 17:00,92.29,0
P167-2017040416.jpg,2017-04-04 16:00,92.29,0
P167-2017050717.jpg,2017-05-07 17:00,92.29,0
P167-2018022617.jpg,2018-02-26 17:00,92.29,0
P168-2016020217.jpg,2016-02-02 17:00,92.81,0
P168-2017050717.jpg,2017-05-07 17:00,92.81,0
P168-2018022617.jpg,2018-02-26 17:00,92.81,0
P169-2016020217.jpg,2016-02-02 17:00,92.06,0
P169-2017020617.jpg,2017-02-06 17:00,92.81,0
P169-2017050717.jpg,2017-05-07 17:00,92.29,0
P169-2018022617.jpg,2018-02-26 17:00,92.81,0
P170-2016020217.jpg,2016-02-02 17:00,92.81,0
P170-2016021517.jpg,2016-02-15 17:00,92.81,0
P170-2017050717.jpg,2017-05-07 17:00,92.81,0
P171-2016110117.jpg,2016-11-01 17:00,45.53,1
P171-2018062417.jpg,2018-06-24 17:00,73.62,0
P172-2017020617.jpg,2017-02-06 17:00,92.81,0
P172-2018041517.jpg,2018-04-15 17:00,92.52,0
P172-2018042216.jpg,2018-04-22 16:00,92.81,0
P173-2017020617.jpg,2017-02-06 17:00,92.66,0
P173-2017032117.jpg,2017-03-21 17:00,92.29,0
P173-2018070217.jpg,2018-07-02 17:00,93.74,0
P174-2018030417.jpg,2018-03-04 17:00,92.81,0
P174-2018031917.jpg,2018-03-19 17:00,92.67,0
P174-2018051317.jpg,2018-05-13 17:00,92.4,0
P174-2018060417.jpg,2018-06-04 17:00,92.81,0
P175-2018050816.jpg,2018-05-08 16:00,92.29,0
P176-2018050816.jpg,2018-05-08 16:00,92.29,0
P176-2018072216.jpg,2018-07-22 16:00,22.26,1
P18-2018022017.jpg,2018-02-20 17:00,92.29,0
P180-2018042316.jpg,2018-04-23 16:00,92.81,0
P182-2017041116.jpg,2017-04-11 16:00,92.81,0
P182-2017052816.jpg,2017-05-28 16:00,92.81,0
P182-2018012316.jpg,2018-01-23 16:00,92.81,0
P183-2018050116.jpg,2018-05-01 16:00,92.81,0
P183-2018062516.jpg,2018-06-25 16:00,84.72,0
P185-2017052116.jpg,2017-05-21 16:00,92.29,0
P186-2017041116.jpg,2017-04-11 16:00,92.03,0
P186-2018071016.jpg,2018-07-10 16:00,92.81,0
P187-2017041116.jpg,2017-04-11 16:00,92.81,0
P187-2017052116.jpg,2017-05-21 16:00,92.29,0
P187-2018071016.jpg,2018-07-10 16:00,92.81,0
P188-2018010916.jpg,2018-01-09 16:00,92.81,0
P188-2018032016.jpg,2018-03-20 16:00,92.81,0
P189-2017013116.jpg,2017-01-31 16:00,92.59,0
P189-2018032016.jpg,2018-03-20 16:00,92.29,0
P189-2018040916.jpg,2018-04-09 16:00,92.81,0
P190-2017022016.jpg,2017-02-20 16:00,92.81,0
P190-2018070316.jpg,2018-07-03 16:00,77.56,0
P191-2017022016.jpg,2017-02-20 16:00,92.71,0
P191-2017040416.jpg,2017-04-04 16:00,92.81,0
P192-2017013116.jpg,2017-01-31 16:00,92.0,0
P192-2017021316.jpg,2017-02-13 16:00,92.81,0
P192-2018061816.jpg,2018-06-18 16:00,92.29,0
P192-2018071016.jpg,2018-07-10 16:00,92.29,0
P193-2017021316.jpg,2017-02-13 16:00,92.81,0
P193-2017040416.jpg,2017-04-04 16:00,92.81,0
P193-2018070316.jpg,2018-07-03 16:00,92.81,0
P194-2016062117.jpg,2016-06-21 17:00,25.86,1
P194-2017021316.jpg,2017-02-13 16:00,92.1,0
P194-2018061116.jpg,2018-06-11 16:00,92.29,0
P195-2017020617.jpg,2017-02-06 17:00,92.81,0
P195-2017021316.jpg,2017-02-13 16:00,92.81,0
P195-2017032817.jpg,2017-03-28 17:00,92.81,0
P195-2018070117.jpg,2018-07-01 17:00,55.77,1
P196-2018022617.jpg,2018-02-26 17:00,92.67,0
P196-2018030516.jpg,2018-03-05 16:00,92.81,0
P197-2016062816.jpg,2016-06-28 16:00,21.12,1
P197-2018022617.jpg,2018-02-26 17:00,92.81,0
P198-2016020217.jpg,2016-02-02 17:00,92.81,0
P199-2016062816.jpg,2016-06-28 16:00,85.69,0
P199-2018040916.jpg,2018-04-09 16:00,92.81,0
P199-2018042216.jpg,2018-04-22 16:00,92.29,0
P2-2018011417.jpg,2018-01-14 17:00,92.29,0
P20-2018012117.jpg,2018-01-21 17:00,92.81,0
P20-2018061017.jpg,2018-06-10 17:00,43.48,1
P200-2018042216.jpg,2018-04-22 16:00,92.62,0
P201-2017020617.jpg,2017-02-06 17:00,92.81,0
P201-2018041517.jpg,2018-04-15 17:00,92.65,0
P201-2018060417.jpg,2018-06-04 17:00,93.76,0
P202-2018062417.jpg,2018-06-24 17:00,92.81,0
P202-2018070117.jpg,2018-07-01 17:00,93.79,0
P202-2018071616.jpg,2018-07-16 16:00,93.77,0
P203-2017070916.jpg,2017-07-09 16:00,47.4,1
P203-2018062416.jpg,2018-06-24 16:00,45.53,1
P204-2018072216.jpg,2018-07-22 16:00,6.25,1
P205-2017060416.jpg,2017-06-04 16:00,87.36,0
P205-2017070916.jpg,2017-07-09 16:00,0.54,1
P205-2018043016.jpg,2018-04-30 16:00,92.12,0
P206-2017070916.jpg,2017-07-09 16:00,3.65,1
P206-2018041516.jpg,2018-04-15 16:00,92.81,0
P206-2018062416.jpg,2018-06-24 16:00,36.1,1
P206-2018072216.jpg,2018-07-22 16:00,3.61,1
P207-2016041016.jpg,2016-04-10 16:00,92.11,0
P207-2018011516.jpg,2018-01-15 16:00,92.62,0
P208-2018072216.jpg,2018-07-22 16:00,20.01,1
P209-2018072216.jpg,2018-07-22 16:00,32.85,1
P21-2017020517.jpg,2017-02-05 17:00,92.05,0
P21-2018022517.jpg,2018-02-25 17:00,92.81,0
P210-2017052816.jpg,2017-05-28 16:00,55.17,1
P211-2018012316.jpg,2018-01-23 16:00,92.81,0
P212-2018072216.jpg,2018-07-22 16:00,28.56,1
P213-2017052816.jpg,2017-05-28 16:00,93.56,0
P213-2018073016.jpg,2018-07-30 16:00,3.91,1
P214-2016071216.jpg,2016-07-12 16:00,0.85,1
P214-2017041116.jpg,2017-04-11 16:00,92.81,0
P214-2017052816.jpg,2017-05-28 16:00,88.53,0
P214-2018031916.jpg,2018-03-19 16:00,92.29,0
P215-2017020716.jpg,2017-02-07 16:00,92.51,0
P215-2017052816.jpg,2017-05-28 16:00,67.36,0
P216-2017022016.jpg,2017-02-20 16:00,92.51,0
P216-2017052816.jpg,2017-05-28 16:00,36.63,1
P216-2018012316.jpg,2018-01-23 16:00,92.81,0
P216-2018061216.jpg,2018-06-12 16:00,87.49,0
P217-2017022016.jpg,2017-02-20 16:00,92.56,0
P217-2018012116.jpg,2018-01-21 16:00,92.58,0
P218-2018073016.jpg,2018-07-30 16:00,74.02,0
P219-2017040416.jpg,2017-04-04 16:00,92.81,0
P219-2018070316.jpg,2018-07-03 16:00,93.78,0
P219-2018073016.jpg,2018-07-30 16:00,49.32,1
P22-2016070317.jpg,2016-07-03 17:00,54.34,1
P22-2017020517.jpg,2017-02-05 17:00,92.81,0
P22-2017040917.jpg,2017-04-09 17:00,92.81,0
P22-2018022517.jpg,2018-02-25 17:00,92.81,0
P22-2018031217.jpg,2018-03-12 17:00,92.29,0
P220-2017013116.jpg,2017-01-31 16:00,92.81,0
P221-2017021316.jpg,2017-02-13 16:00,92.81,0
P222-2016070516.jpg,2016-07-05 16:00,24.73,1
P222-2017040416.jpg,2017-04-04 16:00,92.81,0
P223-2016062816.jpg,2016-06-28 16:00,17.85,1
P223-2018031216.jpg,2018-03-12 16:00,92.29,0
P225-2016062816.jpg,2016-06-28 16:00,64.59,0
P226-2016062816.jpg,2016-06-28 16:00,90.64,0
P226-2017032817.jpg,2017-03-28 17:00,92.81,0
P227-2018061116.jpg,2018-06-11 16:00,84.05,0
P229-2017032817.jpg,2017-03-28 17:00,92.81,0
P229-2018031317.jpg,2018-03-13 17:00,92.81,0
P23-2017032717.jpg,2017-03-27 17:00,92.58,0
P23-2017041617.jpg,2017-04-16 17:00,92.29,0
P230-2016032016.jpg,2016-03-20 16:00,92.81,0
P230-2018070117.jpg,2018-07-01 17:00,92.81,0
P232-2017060416.jpg,2017-06-04 16:00,81.29,0
P232-2018041016.jpg,2018-04-10 16:00,92.81,0
P232-2018070916.jpg,2018-07-09 16:00,82.31,0
P233-2018043016.jpg,2018-04-30 16:00,92.29,0
P234-2018062416.jpg,2018-06-24 16:00,53.03,1
P235-2018062416.jpg,2018-06-24 16:00,79.82,0
P236-2016041016.jpg,2016-04-10 16:00,92.81,0
P237-2018011516.jpg,2018-01-15 16:00,92.81,0
P237-2018041516.jpg,2018-04-15 16:00,92.81,0
P238-2017052816.jpg,2017-05-28 16:00,92.14,0
P238-2018012316.jpg,2018-01-23 16:00,92.81,0
P239-2017052816.jpg,2017-05-28 16:00,28.16,1
P239-2018061216.jpg,2018-06-12 16:00,68.91,0
P239-2018062416.jpg,2018-06-24 16:00,16.81,1
P24-2017012917.jpg,2017-01-29 17:00,92.58,0
P24-2018042917.jpg,2018-04-29 17:00,88.55,0
P240-2018011516.jpg,2018-01-15 16:00,92.29,0
P240-2018013016.jpg,2018-01-30 16:00,92.81,0
P240-2018061216.jpg,2018-06-12 16:00,73.58,0
P241-2017021416.jpg,2017-02-14 16:00,92.81,0
P241-2017052816.jpg,2017-05-28 16:00,86.4,0
P242-2017052816.jpg,2017-05-28 16:00,93.77,0
P242-2018022716.jpg,2018-02-27 16:00,92.81,0
P242-2018061216.jpg,2018-06-12 16:00,93.79,0
P243-2017052816.jpg,2017-05-28 16:00,90.37,0
P245-2017013116.jpg,2017-01-31 16:00,92.11,0
P245-2018073016.jpg,2018-07-30 16:00,53.47,1
P246-2017052816.jpg,2017-05-28 16:00,92.81,0
P246-2018072216.jpg,2018-07-22 16:00,53.9,1
P246-2018073016.jpg,2018-07-30 16:00,53.92,1
P247-2016112916.jpg,2016-11-29 16:00,40.29,1
P247-2017052816.jpg,2017-05-28 16:00,43.81,1
P247-2017070216.jpg,2017-07-02 16:00,17.92,1
P247-2018072216.jpg,2018-07-22 16:00,17.83,1
P248-2017052816.jpg,2017-05-28 16:00,38.03,1
P248-2018061216.jpg,2018-06-12 16:00,93.73,0
P248-2018073016.jpg,2018-07-30 16:00,42.59,1
P249-2018072216.jpg,2018-07-22 16:00,64.84,0
P25-2016062617.jpg,2016-06-26 17:00,91.84,0
P25-2017012917.jpg,2017-01-29 17:00,92.81,0
P25-2017040917.jpg,2017-04-09 17:00,92.29,0
P25-2017071117.jpg,2017-07-11 17:00,79.24,0
